SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,POPESTIMATE,POPEST_MALE,POPEST_FEM,UNDER5_TOT,UNDER5_MALE,UNDER5_FEM,AGE513_TOT,AGE513_MALE,AGE513_FEM,AGE1417_TOT,AGE1417_MALE,AGE1417_FEM,AGE1824_TOT,AGE1824_MALE,AGE1824_FEM,AGE16PLUS_TOT,AGE16PLUS_MALE,AGE16PLUS_FEM,AGE18PLUS_TOT,AGE18PLUS_MALE,AGE18PLUS_FEM,AGE1544_TOT,AGE1544_MALE,AGE1544_FEM,AGE2544_TOT,AGE2544_MALE,AGE2544_FEM,AGE4564_TOT,AGE4564_MALE,AGE4564_FEM,AGE65PLUS_TOT,AGE65PLUS_MALE,AGE65PLUS_FEM,AGE04_TOT,AGE04_MALE,AGE04_FEM,AGE59_TOT,AGE59_MALE,AGE59_FEM,AGE1014_TOT,AGE1014_MALE,AGE1014_FEM,AGE1519_TOT,AGE1519_MALE,AGE1519_FEM,AGE2024_TOT,AGE2024_MALE,AGE2024_FEM,AGE2529_TOT,AGE2529_MALE,AGE2529_FEM,AGE3034_TOT,AGE3034_MALE,AGE3034_FEM,AGE3539_TOT,AGE3539_MALE,AGE3539_FEM,AGE4044_TOT,AGE4044_MALE,AGE4044_FEM,AGE4549_TOT,AGE4549_MALE,AGE4549_FEM,AGE5054_TOT,AGE5054_MALE,AGE5054_FEM,AGE5559_TOT,AGE5559_MALE,AGE5559_FEM,AGE6064_TOT,AGE6064_MALE,AGE6064_FEM,AGE6569_TOT,AGE6569_MALE,AGE6569_FEM,AGE7074_TOT,AGE7074_MALE,AGE7074_FEM,AGE7579_TOT,AGE7579_MALE,AGE7579_FEM,AGE8084_TOT,AGE8084_MALE,AGE8084_FEM,AGE85PLUS_TOT,AGE85PLUS_MALE,AGE85PLUS_FEM,MEDIAN_AGE_TOT,MEDIAN_AGE_MALE,MEDIAN_AGE_FEM
050,06,087,California,Santa Cruz County,4,265851,132437,133414,11463,5838,5625,24700,12662,12038,12426,6363,6063,38796,19157,19639,223502,110727,112775,217262,107574,109688,111462,56235,55227,63248,32283,30965,64957,32612,32345,50261,23522,26739,11463,5838,5625,13402,6847,6555,14306,7383,6923,22103,10884,11219,26111,13068,13043,15673,7970,7703,15716,8183,7533,15819,8090,7729,16040,8040,8000,15159,7677,7482,16467,8527,7940,16257,8047,8210,17074,8361,8713,16672,8068,8604,14430,7059,7371,9502,4441,5061,4937,2234,2703,4720,1720,3000,39.5,38.8,40.2
050,06,087,California,Santa Cruz County,5,263699,131241,132458,11207,5683,5524,23858,12310,11548,12300,6315,5985,38941,19159,19782,222739,110233,112506,216334,106933,109401,110376,55612,54764,61978,31594,30384,63605,31940,31665,51810,24240,27570,11207,5683,5524,12896,6638,6258,13805,7128,6677,22253,11004,11249,26145,13014,13131,15067,7625,7442,15526,8023,7503,15436,7932,7504,15949,8014,7935,15039,7609,7430,16042,8297,7745,15816,7873,7943,16708,8161,8547,16498,7963,8535,14740,7155,7585,10275,4844,5431,5443,2462,2981,4854,1816,3038,39.8,39.1,40.6
050,06,087,California,Santa Cruz County,6,262406,130374,132032,11026,5570,5456,23136,11943,11193,12034,6196,5838,39399,19315,20084,222571,109973,112598,216210,106665,109545,109697,55086,54611,61012,30998,30014,62413,31407,31006,53386,24945,28441,11026,5570,5456,12433,6403,6030,13451,6963,6488,22240,10983,11257,26445,13105,13340,14688,7432,7256,15231,7754,7477,15238,7843,7395,15855,7969,7886,15035,7575,7460,15464,8022,7442,15587,7801,7786,16327,8009,8318,16319,7858,8461,15044,7245,7799,11048,5249,5799,5940,2693,3247,5035,1900,3135,40.1,39.5,40.9
050,06,089,California,Shasta County,1,182452,90115,92337,10354,5353,5001,20442,10513,9929,8961,4551,4410,13369,7010,6359,147227,72004,75223,142695,69698,72997,65002,33073,31929,44905,22650,22255,46378,22501,23877,38043,17537,20506,10354,5353,5001,11218,5799,5419,11457,5852,5605,10526,5443,5083,9571,4980,4591,11202,5639,5563,11948,6024,5924,11648,5806,5842,10107,5181,4926,9628,4773,4855,10654,5187,5467,12910,6223,6687,13186,6318,6868,12279,5865,6414,10365,4929,5436,7120,3322,3798,4409,1975,2434,3870,1446,2424,41.5,40.1,43.0
050,06,089,California,Shasta County,2,182190,89902,92288,10283,5298,4985,20422,10511,9911,8971,4559,4412,13356,6987,6369,147029,71826,75203,142514,69534,72980,65021,33038,31983,44942,22641,22301,46041,22323,23718,38175,17583,20592,10283,5298,4985,11211,5799,5412,11459,5861,5598,10506,5419,5087,9573,4978,4595,11094,5593,5501,11984,6022,5962,11664,5815,5849,10200,5211,4989,9524,4724,4800,10629,5168,5461,12759,6144,6615,13129,6287,6842,12271,5859,6412,10443,4963,5480,7127,3321,3806,4429,1982,2447,3905,1458,2447,41.5,40.1,43.0
050,06,089,California,Shasta County,3,182243,89870,92373,10018,5129,4889,20498,10554,9944,9113,4674,4439,13460,7023,6437,147118,71817,75301,142614,69513,73101,65872,33453,32419,45624,22948,22676,44969,21828,23141,38561,17714,20847,10018,5129,4889,11258,5805,5453,11565,5941,5624,10627,5468,5159,9621,5037,4584,10874,5529,5345,12167,6056,6111,11894,5945,5949,10689,5418,5271,9200,4589,4611,10542,5127,5415,12141,5842,6299,13086,6270,6816,12263,5849,6414,10829,5102,5727,7150,3319,3831,4471,1983,2488,3848,1461,2387,41.4,40.0,42.8
050,06,089,California,Shasta County,4,180972,89077,91895,9643,4892,4751,20294,10461,9833,9255,4732,4523,13283,6892,6391,146282,71296,74986,141780,68992,72788,66044,33478,32566,45931,23090,22841,43788,21273,22515,38778,17737,21041,9643,4892,4751,11198,5761,5437,11521,5936,5585,10539,5415,5124,9574,4973,4601,10622,5410,5212,12150,6054,6096,12029,6021,6008,11130,5605,5525,9132,4541,4591,10286,5030,5256,11404,5474,5930,12966,6228,6738,12199,5791,6408,10537,4918,5619,7716,3538,4178,4559,2064,2495,3767,1426,2341,41.4,40.1,42.7
050,06,089,California,Shasta County,5,180656,88808,91848,9324,4716,4608,20141,10414,9727,9328,4738,4590,13275,6859,6416,146467,71282,75185,141863,68940,72923,66524,33647,32877,46211,23203,23008,42938,20917,22021,39439,17961,21478,9324,4716,4608,11032,5710,5322,11399,5857,5542,10698,5483,5215,9615,4961,4654,10505,5388,5117,12032,6002,6030,12137,6120,6017,11537,5693,5844,9402,4688,4714,9991,4907,5084,10870,5216,5654,12675,6106,6569,12193,5686,6507,10602,4976,5626,7993,3666,4327,4811,2166,2645,3840,1467,2373,41.5,40.1,42.8
050,06,089,California,Shasta County,6,181121,88919,92202,8953,4472,4481,20052,10361,9691,9451,4809,4642,13481,6937,6544,147482,71714,75768,142665,69277,73388,67190,33896,33294,46580,23350,23230,42465,20763,21702,40139,18227,21912,8953,4472,4481,10883,5627,5256,11491,5934,5557,10837,5551,5286,9773,4995,4778,10417,5402,5015,11890,5907,5983,12269,6145,6124,12004,5896,6108,9731,4894,4837,9761,4794,4967,10477,5063,5414,12496,6012,6484,12058,5613,6445,10746,5019,5727,8331,3850,4481,5005,2226,2779,3999,1519,2480,41.6,40.3,42.9
050,06,091,California,Sierra County,1,3235,1648,1587,147,73,74,270,141,129,132,73,59,143,85,58,2751,1401,1350,2686,1361,1325,853,461,392,616,319,297,937,465,472,990,492,498,147,73,74,137,78,59,171,79,92,141,85,56,96,57,39,132,78,54,124,63,61,171,77,94,189,101,88,164,75,89,187,101,86,263,131,132,323,158,165,326,171,155,299,150,149,181,91,90,97,42,55,87,38,49,53.9,53.0,55.1
050,06,091,California,Sierra County,2,3229,1645,1584,148,73,75,268,141,127,132,72,60,141,83,58,2745,1399,1346,2681,1359,1322,852,459,393,616,320,296,931,462,469,993,494,499,148,73,75,136,79,57,169,78,91,143,85,58,93,54,39,129,76,53,127,66,61,172,79,93,188,99,89,168,79,89,184,99,85,257,126,131,322,158,164,322,168,154,301,151,150,185,94,91,97,44,53,88,37,51,53.9,52.9,55.1
050,06,091,California,Sierra County,3,3298,1659,1639,149,71,78,280,139,141,131,66,65,146,82,64,2798,1418,1380,2738,1383,1355,886,470,416,640,336,304,939,464,475,1013,501,512,149,71,78,148,80,68,163,73,90,148,84,64,98,50,48,132,77,55,138,74,64,173,88,85,197,97,100,174,83,91,192,98,94,244,119,125,329,164,165,302,154,148,323,163,160,191,95,96,103,53,50,94,36,58,53.4,52.9,54.0
050,06,091,California,Sierra County,4,3215,1622,1593,130,67,63,267,140,127,127,57,70,137,83,54,2755,1390,1365,2691,1358,1333,843,442,401,611,313,298,923,456,467,1020,506,514,130,67,63,156,80,76,143,71,72,142,78,64,90,51,39,124,69,55,130,66,64,167,84,83,190,94,96,179,85,94,190,94,96,219,113,106,335,164,171,290,146,144,308,158,150,208,103,105,115,63,52,99,36,63,54.1,53.4,54.7
050,06,091,California,Sierra County,5,3180,1610,1570,107,57,50,269,138,131,137,62,75,129,82,47,2738,1384,1354,2667,1353,1314,840,436,404,608,312,296,890,449,441,1040,510,530,107,57,50,154,80,74,149,78,71,145,69,76,87,55,32,102,58,44,150,76,74,163,86,77,193,92,101,188,92,96,182,92,90,201,103,98,319,162,157,294,145,149,306,152,154,212,103,109,136,76,60,92,34,58,54.3,53.5,55.0
050,06,091,California,Sierra County,6,3113,1578,1535,92,49,43,253,133,120,126,59,67,147,89,58,2704,1362,1342,2642,1337,1305,817,431,386,571,296,275,869,433,436,1055,519,536,92,49,43,145,73,72,135,73,62,146,71,75,100,64,36,97,51,46,132,69,63,162,85,77,180,91,89,194,96,98,174,87,87,194,101,93,307,149,158,304,153,151,284,142,142,242,115,127,137,70,67,88,39,49,55.0,54.0,56.0
050,06,093,California,Siskiyou County,1,44079,22017,22062,2190,1144,1046,4718,2405,2313,2082,1083,999,2888,1572,1316,36111,17918,18193,35089,17385,17704,13460,6941,6519,9030,4569,4461,11572,5590,5982,11599,5654,5945,2190,1144,1046,2473,1214,1259,2785,1474,1311,2428,1290,1138,2002,1082,920,2096,1062,1034,2267,1170,1097,2512,1245,1267,2155,1092,1063,2224,1151,1073,2411,1159,1252,3099,1490,1609,3838,1790,2048,3947,1906,2041,3294,1683,1611,2183,1099,1084,1125,541,584,1050,425,625,47.7,46.1,49.3
050,06,093,California,Siskiyou County,2,43999,21978,22021,2174,1142,1032,4690,2394,2296,2099,1093,1006,2868,1558,1310,36062,17882,18180,35036,17349,17687,13439,6923,6516,9018,4560,4458,11473,5539,5934,11677,5692,5985,2174,1142,1032,2461,1216,1245,2775,1466,1309,2426,1291,1135,1995,1072,923,2098,1065,1033,2251,1157,1094,2504,1241,1263,2165,1097,1068,2208,1146,1062,2426,1167,1259,3044,1461,1583,3795,1765,2030,3953,1912,2041,3337,1699,1638,2185,1093,1092,1144,560,584,1058,428,630,47.8,46.1,49.4
050,06,093,California,Siskiyou County,3,44144,22004,22140,2173,1142,1031,4611,2344,2267,2188,1153,1035,2816,1507,1309,36235,17918,18317,35172,17365,17807,13621,6994,6627,9201,4652,4549,11174,5391,5783,11981,5815,6166,2173,1142,1031,2455,1251,1204,2740,1411,1329,2445,1298,1147,1975,1044,931,2072,1066,1006,2326,1184,1142,2522,1252,1270,2281,1150,1131,2138,1116,1022,2514,1210,1304,2828,1350,1478,3694,1715,1979,3902,1864,2038,3544,1787,1757,2242,1122,1120,1208,595,613,1085,447,638,47.6,46.0,49.4
050,06,093,California,Siskiyou County,4,43746,21793,21953,2071,1083,988,4538,2295,2243,2209,1178,1031,2796,1500,1296,35988,17791,18197,34928,17237,17691,13619,7039,6580,9175,4670,4505,10771,5192,5579,12186,5875,6311,2071,1083,988,2457,1267,1190,2642,1337,1305,2520,1365,1155,1924,1004,920,1976,1056,920,2321,1168,1153,2478,1246,1232,2400,1200,1200,2079,1069,1010,2502,1220,1282,2658,1246,1412,3532,1657,1875,3837,1804,2033,3500,1748,1752,2484,1238,1246,1288,632,656,1077,453,624,47.6,45.9,49.5
050,06,093,California,Siskiyou County,5,42941,21404,21537,1908,988,920,4405,2246,2159,2179,1164,1015,2725,1460,1265,35543,17585,17958,34449,17006,17443,13462,6993,6469,9092,4648,4444,10316,4969,5347,12316,5929,6387,1908,988,920,2378,1256,1122,2561,1269,1292,2536,1383,1153,1834,962,872,1906,1043,863,2265,1133,1132,2416,1232,1184,2505,1240,1265,2051,1040,1011,2441,1211,1230,2481,1150,1331,3343,1568,1775,3728,1766,1962,3531,1744,1787,2569,1273,1296,1423,696,727,1065,450,615,47.8,45.9,49.8
050,06,093,California,Siskiyou County,6,42498,21192,21306,1777,942,835,4285,2189,2096,2152,1132,1020,2758,1484,1274,35399,17533,17866,34284,16929,17355,13494,7006,6488,9078,4639,4439,10005,4864,5141,12443,5942,6501,1777,942,835,2277,1207,1070,2502,1231,1271,2568,1393,1175,1848,974,874,1882,1004,878,2263,1165,1098,2372,1207,1165,2561,1263,1298,2125,1072,1053,2307,1170,1137,2427,1129,1298,3146,1493,1653,3661,1721,1940,3508,1708,1800,2640,1304,1336,1560,754,806,1074,455,619,47.7,45.9,49.7
050,06,095,California,Solano County,1,453551,226772,226779,26722,13687,13035,51452,26473,24979,22813,11653,11160,38030,20247,17783,364010,180748,183262,352564,174959,177605,180449,93448,87001,125333,64485,60848,115747,57344,58403,73454,32883,40571,26722,13687,13035,28125,14391,13734,29054,15019,14035,27217,14120,13097,27899,14843,13056,32109,16644,15465,33211,17054,16157,31929,16526,15403,28084,14261,13823,26851,13691,13160,28186,14203,13983,31007,15215,15792,29703,14235,15468,25418,11905,13513,20486,9510,10976,12402,5468,6934,7627,3230,4397,7521,2770,4751,38.5,37.3,39.8
050,06,095,California,Solano County,2,452887,226111,226776,26539,13599,12940,51301,26385,24916,22841,11678,11163,37985,20165,17820,363628,180237,183391,352206,174449,177757,180171,93156,87015,125095,64269,60826,115113,56920,58193,74013,33095,40918,26539,13599,12940,28083,14378,13705,28968,14963,14005,27243,14124,13119,27833,14763,13070,31781,16460,15321,33194,17021,16173,31921,16475,15446,28199,14313,13886,26616,13526,13090,28063,14116,13947,30792,15085,15707,29642,14193,15449,25569,11946,13623,20645,9589,11056,12579,5542,7037,7685,3241,4444,7535,2777,4758,38.5,37.3,39.9
050,06,095,California,Solano County,3,450819,224988,225831,25744,13235,12509,50847,26110,24737,22860,11760,11100,37449,19783,17666,362670,179681,182989,351368,173883,177485,179686,92749,86937,125216,64223,60993,112491,55792,56699,76212,34085,42127,25744,13235,12509,28037,14328,13709,28649,14799,13850,27044,14039,13005,27426,14487,12939,30564,15807,14757,33402,17133,16269,32432,16649,15783,28818,14634,14184,25928,13207,12721,27696,13953,13743,29623,14585,15038,29244,14047,15197,26040,12128,13912,21416,9945,11471,13288,5917,7371,7878,3288,4590,7590,2807,4783,38.8,37.6,40.0
050,06,095,California,Solano County,4,449724,224337,225387,25445,13086,12359,50136,25665,24471,23017,11863,11154,37041,19697,17344,362443,179533,182910,351126,173723,177403,178850,92554,86296,124683,64044,60639,110925,54943,55982,78477,35039,43438,25445,13086,12359,27838,14204,13634,28189,14511,13678,27084,14159,12925,27083,14351,12732,29295,15214,14081,33346,17145,16201,32464,16639,15825,29578,15046,14532,26049,13248,12801,27274,13723,13551,28561,14084,14477,29041,13888,15153,26254,12214,14040,21468,9867,11601,14816,6656,8160,8221,3425,4796,7718,2877,4841,39.1,37.9,40.4
050,06,095,California,Solano County,5,451060,225149,225911,25054,12903,12151,49767,25415,24352,23079,11947,11132,37129,19797,17332,364635,180817,183818,353160,174884,178276,179636,93273,86363,125162,64482,60680,109800,54458,55342,81069,36147,44922,25054,12903,12151,27730,14146,13584,27771,14222,13549,27275,14313,12962,27199,14478,12721,28800,14986,13814,33042,17011,16031,32708,16739,15969,30612,15746,14866,26297,13401,12896,26904,13517,13387,27735,13635,14100,28864,13905,14959,26516,12303,14213,21948,10043,11905,15859,7126,8733,8801,3698,5103,7945,2977,4968,39.4,38.1,40.7
050,06,095,California,Solano County,6,455101,227237,227864,24637,12727,11910,49906,25546,24360,22973,11861,11112,37787,20261,17526,369306,183193,186113,357585,177103,180482,181528,94437,87091,126262,65117,61145,109637,54355,55282,83899,37370,46529,24637,12727,11910,27690,14148,13542,27710,14200,13510,27517,14482,13035,27749,14838,12911,28726,14935,13791,32649,16761,15888,33183,16988,16195,31704,16433,15271,27009,13708,13301,26696,13427,13269,27102,13320,13782,28830,13900,14930,26748,12393,14355,22436,10237,12199,17026,7597,9429,9372,3964,5408,8317,3179,5138,39.7,38.4,41.0
050,06,097,California,Sonoma County,1,488862,240599,248263,23318,11991,11327,49354,25144,24210,23820,12235,11585,38654,19294,19360,404303,197408,206895,392370,191229,201141,181515,92217,89298,124990,63732,61258,130461,63958,66503,98265,44245,54020,23318,11991,11327,25924,13107,12817,29379,15081,14298,29851,15059,14792,26674,13426,13248,29985,15411,14574,31444,16134,15310,32917,16634,16283,30644,15553,15091,29468,14864,14604,31368,15772,15596,34780,16710,18070,34845,16612,18233,33123,15511,17612,28071,12998,15073,17166,7851,9315,9709,4168,5541,10196,3717,6479,42.4,41.1,43.7
050,06,097,California,Sonoma County,2,488501,240377,248124,23200,11947,11253,49037,24982,24055,23883,12260,11623,38619,19268,19351,404338,197368,206970,392381,191188,201193,181367,92084,89283,124838,63611,61227,129942,63743,66199,98982,44566,54416,23200,11947,11253,25771,13035,12736,29239,15002,14237,29875,15065,14810,26654,13408,13246,29746,15256,14490,31447,16132,15315,32845,16607,16238,30800,15616,15184,29290,14771,14519,31311,15733,15578,34542,16636,17906,34799,16603,18196,33150,15520,17630,28369,13135,15234,17434,7974,9460,9819,4220,5599,10210,3717,6493,42.4,41.1,43.8
050,06,097,California,Sonoma County,3,484561,238672,245889,22506,11597,10909,47609,24248,23361,23801,12195,11606,36435,18587,17848,402495,196713,205782,390645,190632,200013,179158,91205,87953,124899,63487,61412,127846,62800,65046,101465,45758,55707,22506,11597,10909,25169,12730,12439,28417,14582,13835,28324,14558,13766,25935,13160,12775,28947,14755,14192,31664,16199,15465,32707,16584,16123,31581,15949,15632,28612,14476,14136,31291,15681,15610,33333,16138,17195,34610,16505,18105,33054,15467,17587,29646,13705,15941,18459,8426,10033,10329,4488,5841,9977,3672,6305,42.9,41.5,44.3
050,06,097,California,Sonoma County,4,483398,237848,245550,22369,11483,10886,46015,23450,22565,23653,12100,11553,37801,19122,18679,403279,196905,206374,391361,190815,200546,179591,91212,88379,123907,62946,60961,125728,61857,63871,103925,46890,57035,22369,11483,10886,24464,12381,12083,27321,14025,13296,29501,14944,14557,26183,13322,12861,27975,14225,13750,31470,16072,15398,32454,16555,15899,32008,16094,15914,28542,14458,14084,30905,15480,15425,31969,15576,16393,34312,16343,17969,32910,15407,17503,29298,13479,15819,20813,9502,11311,10973,4790,6183,9931,3712,6219,43.0,41.8,44.4
050,06,097,California,Sonoma County,5,483366,237620,245746,22348,11329,11019,44918,22915,22003,23252,11920,11332,38084,19273,18811,404771,197561,207210,392848,191456,201392,179163,90980,88183,123437,62672,60765,124287,61270,63017,107040,48241,58799,22348,11329,11019,24057,12210,11847,26471,13590,12881,29355,14859,14496,26371,13449,12922,27428,13903,13525,31199,15960,15239,32309,16458,15851,32501,16351,16150,29179,14768,14411,30357,15167,15190,31044,15271,15773,33707,16064,17643,32872,15426,17446,29713,13584,16129,22197,10090,12107,12187,5332,6855,10071,3809,6262,43.4,42.1,44.7
050,06,097,California,Sonoma County,6,485375,238501,246874,22296,11196,11100,44061,22435,21626,23048,11830,11218,38498,19581,18917,407811,199107,208704,395970,193040,202930,179468,91195,88273,123525,62676,60849,123419,60851,62568,110528,49932,60596,22296,11196,11100,23636,12035,11601,26028,13292,12736,29192,14784,14408,26751,13735,13016,27186,13766,13420,30929,15729,15200,32389,16476,15913,33021,16705,16316,29992,15124,14868,29648,14818,14830,30442,15135,15307,33337,15774,17563,32757,15455,17302,30302,13877,16425,23752,10723,13029,13395,5894,7501,10322,3983,6339,43.7,42.4,44.9
050,06,099,California,Stanislaus County,1,553285,275810,277475,38400,19607,18793,77270,39352,37918,34633,17760,16873,51040,26065,24975,420144,207886,212258,402982,199091,203891,228148,116145,112003,151306,76893,74413,127464,63385,64079,73172,32748,40424,38400,19607,18793,41238,21022,20216,44863,22903,21960,40634,20879,19755,36208,18373,17835,39558,20074,19484,39591,20069,19522,37743,19253,18490,34414,17497,16917,32469,16428,16041,32160,16134,16026,32873,16176,16697,29962,14647,15315,24524,11609,12915,19504,8936,10568,12891,5768,7123,8299,3492,4807,7954,2943,5011,34.5,33.7,35.3
050,06,099,California,Stanislaus County,2,553710,276062,277648,38186,19488,18698,76997,39231,37766,34771,17808,16963,51207,26162,25045,420933,208324,212609,403756,199535,204221,228592,116443,112149,151513,77049,74464,127346,63344,64002,73690,32980,40710,38186,19488,18698,41158,20971,20187,44738,22836,21902,40785,20961,19824,36294,18433,17861,39344,19989,19355,39773,20159,19614,37769,19285,18484,34627,17616,17011,32404,16392,16012,32181,16168,16013,32715,16107,16608,30046,14677,15369,24673,11670,13003,19627,8992,10635,13010,5828,7182,8359,3522,4837,8021,2968,5053,34.6,33.8,35.4
050,06,099,California,Stanislaus County,3,552939,275994,276945,37183,18977,18206,76034,38862,37172,35207,17959,17248,51387,26370,25017,421717,208985,212732,404515,200196,204319,229973,117405,112568,152452,77660,74792,126183,62895,63288,74493,33271,41222,37183,18977,18206,40975,20897,20078,44132,22549,21583,41093,21126,19967,36428,18619,17809,38629,19740,18889,40429,20497,19932,37971,19408,18563,35423,18015,17408,31957,16134,15823,32327,16293,16034,31772,15689,16083,30127,14779,15348,25038,11835,13203,20097,9144,10953,13260,5904,7356,8337,3494,4843,7761,2894,4867,34.7,33.9,35.5
050,06,099,California,Stanislaus County,4,552410,275497,276913,36775,18665,18110,74811,38252,36559,35807,18232,17575,51716,26437,25279,422598,209315,213283,405017,200348,204669,230877,117710,113167,152530,77722,74808,124858,62324,62534,75913,33865,42048,36775,18665,18110,40671,20832,19839,43316,22101,21215,41690,21306,20384,36657,18682,17975,37979,19493,18486,40513,20439,20074,38028,19452,18576,36010,18338,17672,31857,16073,15784,32202,16265,15937,30814,15252,15562,29985,14734,15251,25345,11993,13352,19989,9025,10964,14330,6359,7971,8608,3612,4996,7641,2876,4765,34.8,34.1,35.6
050,06,099,California,Stanislaus County,5,553921,276393,277528,36359,18441,17918,73918,37928,35990,36151,18390,17761,52480,26733,25747,425538,210786,214752,407493,201634,205859,232787,118577,114210,153001,77961,75040,124357,62219,62138,77655,34721,42934,36359,18441,17918,40222,20696,19526,42541,21739,20802,42579,21710,20869,37207,18906,18301,37643,19272,18371,40319,20367,19952,38339,19583,18756,36700,18739,17961,32332,16343,15989,31910,16157,15753,30318,15071,15247,29797,14648,15149,25618,12190,13428,20398,9226,11172,14889,6582,8307,9038,3782,5256,7712,2941,4771,35.0,34.3,35.8
050,06,099,California,Stanislaus County,6,556972,277948,279024,35648,18044,17604,73142,37438,35704,35942,18390,17552,53686,27323,26363,430540,213380,217160,412240,204076,208164,235044,119787,115257,154176,78622,75554,124789,62534,62255,79589,35597,43992,35648,18044,17604,39806,20463,19343,42096,21523,20573,42994,21967,21027,37874,19198,18676,37735,19282,18453,40290,20487,19803,38965,19780,19185,37186,19073,18113,33055,16742,16313,31615,16017,15598,30200,15036,15164,29919,14739,15180,25847,12303,13544,20873,9493,11380,15625,6891,8734,9353,3880,5473,7891,3030,4861,35.3,34.5,36.0
050,06,101,California,Sutter County,1,99635,49903,49732,6602,3429,3173,13005,6708,6297,6109,3160,2949,8392,4315,4077,76961,38159,38802,73919,36606,37313,39360,20134,19226,26378,13452,12926,23495,11697,11798,15654,7142,8512,6602,3429,3173,6950,3616,3334,7574,3885,3689,6999,3629,3370,5983,3053,2930,7075,3661,3414,6683,3406,3277,6545,3290,3255,6075,3095,2980,5625,2801,2824,5788,2907,2881,6231,3123,3108,5851,2866,2985,4856,2363,2493,4047,1936,2111,2910,1271,1639,1881,807,1074,1960,765,1195,36.4,35.4,37.6
050,06,101,California,Sutter County,2,99479,49850,49629,6521,3390,3131,12934,6666,6268,6122,3163,2959,8404,4315,4089,76952,38193,38759,73902,36631,37271,39318,20130,19188,26322,13443,12879,23428,11676,11752,15748,7197,8551,6521,3390,3131,6929,3588,3341,7535,3869,3666,7017,3640,3377,5979,3047,2932,7001,3631,3370,6689,3411,3278,6547,3302,3245,6085,3099,2986,5600,2790,2810,5752,2890,2862,6205,3125,3080,5871,2871,3000,4908,2385,2523,4072,1962,2110,2917,1265,1652,1891,821,1070,1960,764,1196,36.5,35.5,37.7
050,06,101,California,Sutter County,3,99121,49656,49465,6363,3297,3066,12739,6581,6158,6149,3157,2992,8512,4358,4154,76920,38188,38732,73870,36621,37249,39326,20120,19206,26231,13396,12835,23085,11517,11568,16042,7350,8692,6363,3297,3066,6933,3562,3371,7372,3810,3562,7059,3652,3407,6036,3072,2964,6647,3438,3209,6905,3518,3387,6534,3319,3215,6145,3121,3024,5528,2752,2776,5665,2828,2837,6045,3074,2971,5847,2863,2984,5024,2436,2588,4161,2019,2142,2931,1250,1681,1944,856,1088,1982,789,1193,36.7,35.7,37.8
050,06,101,California,Sutter County,4,98682,49350,49332,6271,3214,3057,12488,6424,6064,6094,3144,2950,8515,4370,4145,76848,38137,38711,73829,36568,37261,39397,20075,19322,26326,13369,12957,22848,11406,11442,16140,7423,8717,6271,3214,3057,6853,3520,3333,7173,3712,3461,7018,3613,3405,6053,3093,2960,6521,3296,3225,7078,3651,3427,6520,3330,3190,6207,3092,3115,5508,2753,2755,5601,2789,2812,5839,2978,2861,5900,2886,3014,5091,2490,2601,4004,1933,2071,3080,1350,1730,1993,857,1136,1972,793,1179,36.8,35.9,37.8
050,06,101,California,Sutter County,5,98457,49167,49290,6169,3144,3025,12327,6362,5965,5967,3077,2890,8665,4444,4221,77007,38128,38879,73994,36584,37410,39398,20034,19364,26212,13260,12952,22661,11316,11345,16456,7564,8892,6169,3144,3025,6820,3486,3334,6953,3623,3330,6992,3603,3389,6194,3171,3023,6385,3204,3181,7073,3631,3442,6501,3337,3164,6253,3088,3165,5594,2816,2778,5531,2743,2788,5680,2881,2799,5856,2876,2980,5134,2508,2626,4005,1906,2099,3205,1457,1748,2091,876,1215,2021,817,1204,37.0,36.1,38.0
050,06,101,California,Sutter County,6,98545,49196,49349,6153,3122,3031,12230,6367,5863,5775,2962,2813,8779,4506,4273,77367,38269,39098,74387,36745,37642,39389,20000,19389,26203,13225,12978,22567,11280,11287,16838,7734,9104,6153,3122,3031,6790,3492,3298,6808,3568,3240,6864,3564,3300,6322,3211,3111,6322,3155,3167,7175,3686,3489,6429,3289,3140,6277,3095,3182,5777,2933,2844,5391,2678,2713,5528,2759,2769,5871,2910,2961,5151,2507,2644,4098,1939,2159,3294,1538,1756,2189,909,1280,2106,841,1265,37.2,36.2,38.2
050,06,103,California,Tehama County,1,65905,32976,32929,3976,1990,1986,8302,4259,4043,3644,1907,1737,4878,2512,2366,51786,25782,26004,49983,24820,25163,23169,11921,11248,15565,7969,7596,16697,8319,8378,12843,6020,6823,3976,1990,1986,4364,2218,2146,4856,2508,2348,4177,2206,1971,3427,1746,1681,4057,2086,1971,3895,1964,1931,3951,2054,1897,3662,1865,1797,3554,1842,1712,3782,1922,1860,4772,2281,2491,4589,2274,2315,3990,1894,2096,3504,1707,1797,2438,1141,1297,1562,726,836,1349,552,797,40.3,39.3,41.4
